Fon,French,polarity
nukiko,mort de rire,1
nukiko,léger sourire,1
é hwɛn ăn,ce nest pas drôle,-1
awé tché wa nún mín năn nún ahăn,très cher frère vient on prend un pot,1
tăɖúnɔn,un fou,-1
agɔnkɛ,noix de coco,0
agɔnkɛ,coco,0
éhwɛn tawoun,très rigolo,1
éhwɛn tawoun,très drôle,1
éhwɛn ɖéébou a,pas du tout drôle,-1
éhwɛn ɖéébou a,pas du tout rigolo,-1
mɛnwí,un noir,0
mɛnwí,un homme noir,0
mɛnwíwi,un noir,0
mɛnwíwi,un homme noir,0
yóvo,un blanc,0
yóvo,un homme blanc,0
bokɔnɔn,marabout,-1
ajotɔ,voleur,-1
ajotɔ,escroc,-1
ajotɔ,bandit,-1
gléssi,un paysan,0
wékpɛn,un miroir,0
màwu ní fɔǹ mí,à demain,1
màwu ní fɔǹ mí,bonne nuit,1
hwénúsú,il est temps,0
hwénúsú,l'heure a sonné,0
xonton towé,ton ami,0
oh clounon,oh mon dieu,0
oh klounon,oh mon dieu,0
évivi ɖín,c'est trop doux,1
aviyiya,pleurs et larmes,-1
étɛ fún ɖɔ e ɖé,qu'est-ce qu'il raconte,0
étɛ fún ɖɔ e ɖé,qu'est-ce qu'elle raconte,0
aluwɛmɛ,tristesse,-1
aluwɛmɛ,mélancolie,-1
aluwɛmɛ,chagrin,-1
un kisi núwe,je t'embrasse,1
un kisi núwe,un bisou,1
akoba,étonnement,0
akoba,oh malheur,-1
akoba,c'est la catastrophe,-1
asanhún,que de la bonne musique,1
asanhún,j'écoute de la musique,1
asanhún,musique,1
akɔwe,savant,1
akɔwe,savante,1
akɔwe,jeune intellectuel,1
akɔwe,jeune intellectuelle,1
un ɖo bɛncemɛ,je suis dans mes états,1
un ɖo bɛncemɛ,je suis en forme,1
un ɖo bɛncemɛ,je suis de bonne humeur,1
akwɛnɔ,riche,1
akwɛnɔ,fortuné,1
un ɖo tamɛ gba wɛ,je réfléchis,1
tamɛ gbigba,réflexion,1
tamɛ gbigba,cassetête,1
sɛvo tɛwɛ,c'est quoi le plan,0
sɛvo tɛwɛ,c'est quoi le problème,-1
sɛvo tɛwɛ,c'est quoi le souci,-1
sɛvo tɛwɛ,tu joues à quoi,-1
agbɔ kpemi,je suis fatigué,-1
agbɔ kpemi,je suis fatiguée,-1
agbɔ kpemi,je suis épuisé,-1
agbɔ kpemi,je suis épuisée,-1
agbɔ kpemi,je suis essoufflé,-1
agbɔ kpemi,je suis essoufflée,-1
agbɔ kpemi,je suis las,-1
agbɔ kpemi,je suis lasse,-1
agbɔ kpemi,je suis abattu,-1
agbɔ kpemi,je suis abattue,-1
étɛ nin,c'est quoi ça,-1
gǎn bi ɔ,boss,0
gǎn bi ɔ,chef,0
gǎn bi ɔ,patron,0
kpon eyɛ,regarde-moi celui-là,-1
kpon eyɛ,regarde-moi celle-là,-1
mi kpon eyɛ,regardez-moi celui-là,-1
mi kpon eyɛ,regardez-moi celle-là,-1
kpon ta ni,regarde-moi sa tête,-1
mi kpon ta ni,regarde-moi sa tête,-1
hwiɖé,méfies-toi,-1
hwiɖé,attention fais gaffe,-1
mi miɖé,méfiez-vous,-1
mi miɖé,attention faîtes gaffe,-1
é nyɔn númi ǎ,je suis indisposé,-1
é nyɔn númi ǎ,je suis indisposée,-1
é nyɔn númi ǎ,je suis malade,-1
é nyɔn númi ǎ,je suis déprimé,-1
é nyɔn númi ǎ,je suis déprimée,-1
é nyɔn númi ǎ,je ne vais pas bien,-1
é nyɔn ni ǎ,il est indisposé,-1
é nyɔn ni ǎ,elle est indisposée,-1
é nyɔn ni ǎ,il est malade,-1
é nyɔn ni ǎ,elle est malade,-1
é nyɔn ni ǎ,il est déprimé,-1
é nyɔn ni ǎ,elle est déprimée,-1
é nyɔn ni ǎ,il ne va pas bien,-1
é nyɔn ni ǎ,elle ne va pas bien,-1
é nyɔn núyé ǎ,ils sont indisposés,-1
é nyɔn núyé ǎ,elles sont indisposées,-1
é nyɔn núyé ǎ,ils sont malades,-1
é nyɔn núyé ǎ,elles sont malades,-1
é nyɔn núyé ǎ,ils sont déprimés,-1
é nyɔn núyé ǎ,elles sont déprimées,-1
é nyɔn núyé ǎ,ils ne vont pas bien,-1
é nyɔn núyé ǎ,elles ne vont pas bien,-1
odjé,surprise incroyable,1
odjé,interjection détonnement,-1
odjé,oh,0
haha agbako,mort de rire,1
haha agbavia,mort de rire,1
tcho eblawu,oh que cest triste,-1
tcho eblawu,oh que cest déplorable,-1
tcho eblawu,navrant,-1
tcho adǎn gbomi,la poisse,-1
tcho adǎn gbomi,je suis éprouvé,-1
tcho adǎn gbomi,je suis éprouvée,-1
tcho adǎn gbomi,quel malheur,-1
mahu,dieu,0
mahu,nom de dieu,0
mahu é cáki mi,nom de dieu ça m'énerve,-1
mahu é cáki mi,je suis hors de moi,-1
mahu é cáki mi,je suis en colère,-1
mahu é cáki mi,je suis énervé,-1
mahu é cáki mi,je suis énervée,-1
mahu é cáki mi,je suis fâché,-1
mahu é cáki mi,je suis fâchée,-1
rhor nami agbɔ,putain laisse-moi en paix,-1
rhor nami agbɔ,colle-moi la paix,-1
tadu ce djawe,je m-apprête à faire une crise de colère,-1
tadu tɔ djawe,il s-apprête à faire une crise de colère,-1
tadu tɔ djawe,elle s-apprête à faire une crise de colère,-1
djika ɖé,que de la frime,0
nùkócé nɔn yìn,je m'appelle,0
un yìn wàn nouwé,je t'aime,1
uh fɔn gangji,je vais bien,1
un yìn wàn núwe,je t'aime,1
un ɖu lɔvu núwe,je t'aime,1
un ɖu lɔvu núwe,je t'aime,1
un ɖu lɔvu núwe,je t'apprécie,1
un ɖu lɔvu núwe,je t'adore,1
un yìn wàn núwé,je t'aime,1
un ɖu lɔvu núwé,je t'aime,1
un ɖu lɔvu núwé,je t'aime,1
un ɖu lɔvu núwé,je t'apprécie,1
un ɖu lɔvu núwé,je t'adore,1
un yìn wàn nouwé,je t'aime,1
un ɖu lɔvu nouwé,je t'aime,1
un ɖu lɔvu nouwé,je t'aime,1
un ɖu lɔvu nouwé,je t'apprécie,1
un ɖu lɔvu nouwé,je t'adore,1
rhor mahu,putain,1
rhor mahu,bon sang,-1
rhor mahu,fais chier,-1
rhor mahu,merde,-1
rhor mahu,bordel,-1
un ɖɔ nti ǎ,je n'ai rien dit,-1
un sé nti ǎ,je n'ai rien entendu,-1
un nti ǎ,je n'ai rien vu,-1
é kpéto,c'est fort,1
é kpéto,du buzz,1
é kpéto,la puissance,1
é jɔ adǎn,c'est fort,1
é jɔ adǎn,du buzz,1
é jɔ adǎn,la puissance,1
towe ɖye,super,1
towe ɖye,superbe,1
towe ɖye,excellent,1
towe ɖye,tu es fort,1
towe ɖye,tu es forte,1
mitɔn ɖye,vous êtes forts,1
aɖanmacio,bravo,1
aɖanmacio,félicitations,1
agbɔnɔn,boss,1
agbɔnɔn,tu es puissant,1
agbɔnɔn,tu es puissante,1
agbɔnɔn,tu es fort,1
agbɔnɔn,tu es forte,1
éɖabɔ,au revoir,1
éɖabɔ,à plus,1
éɖabɔ,à tout à lheure,1
éɖabɔ,à bientôt,1
yinwɛ ɖo zo ɖu wɛ,c'est moi la chose,0
yinwɛ ɖo zo ɖu wɛ,c'est mon heure de gloire,1
éwlizo,c'est du boom,1
éwlizo,c'est chaud,0
é na cɛ núwe,merci,1
é na cɛ núwe,merci à toi,1
é na cɛ númi,merci à vous,1
un sí mɛxó,mes respects,1
é vɛ numi tawun,j'en suis vraiment choqué,-1
é vɛ numi tawun,j'en suis vraiment choquée,-1
é vɛ numi tawun,j'en suis vraiment énervé,-1
é vɛ numi tawun,j'en suis vraiment énervée,-1
é vɛ numi tawun,ça ma vraiment énervé,-1
é maché ɖebu ǎ,ça ne marche pas du tout,-1
é maché ɖebu ǎ,ce n'est pas okay,-1
tchin é maché,cool,-1
tchin é maché,ça marche,1
tchin é maché,c'est okay,1
tchin é maché,okay je valide,1
tchin é maché,j'approuve,1
nawunnawun tɛɛ,c'est doux mais je ne te donne pas,-1
un ɖo awadjidjè mɛ,je suis en joie,1
un ɖo awadjidjè mɛ,je suis heureux,1
un ɖo awadjidjè mɛ,je suis heureuse,1
un ɖo awadjidjè mɛ,je suis content,1
un ɖo awadjidjè mɛ,je suis contente,1
boumin,quitte-là hein,-1
boumin,dégage,-1
haha vivi bi wɛ,c'est trop cool,1
bèlèloou,rire taquin,-1
haha aɖɔgo ce,haha mon ventre,1
aɖumi tawun,tu es malade,-1
agoo mǎ yii,je m'en vais,0
agoo mǎ yii,je passe,0
djo gué ce ɖo,laisse-moi courir,0
midjo gué ce ɖo,laissez-moi courir,0
haha avoun towe,haha connard va,-1
hein,quoi,0
étɛkanyinɖémɛ,j'ai quoi à voir là-dedans,0
étɛkanyinɖémɛ,en quoi suis-je concerné,0
étɛkanyinɖémɛ,en quoi suis-je concernée,0
étɛkanyinɖémɛ,est-ce mon affaire,0
étɛkanyinɖémɛ,je n'en ai rien à foutre,0
un ɖu aɖi,je suis énervé,-1
un ɖu aɖi,je suis énervée,-1
un ɖu aɖi,je suis faché,-1
un ɖu aɖi,je suis fachée,-1
un ɖu aɖi,je suis en colère,-1
awotcho,zut,0
awotcho,dommage,-1
évɛwumɛ,c'est dur,-1
évɛwumɛ,c'est difficile,-1
axɔsi,reine,0
axɔsi,princesse,0
axɔsi,belle dame,1
axɔsu,roi,0
axɔsu,prince,0
axɔsu,charmant,1
axɔsu,bel homme,1
amiii,amen,1
axoadi,ainsi soitil,0
dagbédagbé,victoire,1
dagbédagbé,que du bien,1
un ɖi nu nà,j'aime bien,1
un ɖi nu nà,j'apprécie,1
un ɖi nu nà,ça me séduit,1
doo núwe,salut,0
doo núwe,bonjour à toi,0
doo núwe,bonsoir à toi,0
ago mǎ ɖu we,laisse-moi danser,0
un ɖo zomɛ,je suis soûlé,-1
un ɖo zomɛ,je suis soûlée,-1
un ɖo zomɛ,je suis ivre,-1
tchintchin go tchin,trinquer,1
tchintchin go tchin,porter un toast,1
tchintchin go tchin,tchine-tchine,1
ví gblégblé,enfant gâté,-1
ví gblégblé,voyou,-1
allô mɛ wɛ,allô c'est qui,0
allô mɛ wɛ,allô qui cest,0
allô mɛ wɛ,allô à qui ai-je lhonneur,0
daho,grand voleur,-1
daho,grande voleuse,-1
foouunn,ça sent la merde,-1
koyiii sɛ xo yi,laisse ton affaire tu exagères,0
koyiii sɛ xo yi,laisse ton affaire tu en fais trop,0
kuɖo jigbézǎn,joyeux anniversaire,1
dɛdɛ,doucement,1
dɛdɛ,ne te fâche pas,1
wignan xó,une affaire honteuse,-1
wignan xó wè,c'est une affaire honteuse,-1
cikɔyii,c'est la honte,-1
essanglan nuwe,tu as la chance sinon,1
haha à houin dín,haha tu es trop drôle,1
haha à houin dín,haha tu es ridicule,1
adigban wɛ,c'est un mensonge,-1
é nyɔn un ko sé,okay c'est entendu,0
é nyɔn un ko sé,okay j'ai compris,0
xɛsín ɖemɛ ǎ,il n'y a pas de crainte,1
un ɖéji,j'ai confiance,1
un ɖéji,je suis zen,1
un ba xó a,ne me cherche pas querelle,-1
un ba xó a,attention ne me cherche pas,-1
un ba xó a,je ne suis pas d'humeur à m'amuser,-1
devoninmɛ,c'est étrange ça,0
wli bizu zozo elɔ,attrape ce bisou chaud,1
un ko,je me suis déjà tu,0
un ko,je me suis déjà tue,0
un ɖo gboya,j'ai de l'audace,0
gboya wɛ,c'est de l'audace,0
un siyin dín,je suis très fort,1
un siyin dín,je suis très forte,1
un siyin dín,je suis très courageux,1
un siyin dín,je suis très courageuse,1
adigban,mensonge,-1
un ɖi ă,je ne crois pas,-1
tà fin mi azonɖokpo,ça ma donné des maux de tête sur le champ,-1
avoun loki,espèce de singe,-1
ago ma fan ɖo,je prends la fuite en escaladant le mur,-1
ago vounzin,je m'enfuis à vélo,-1
nùnùɖù,nourriture,0
nùnùɖù vivi,nourriture délicieuse,1
sɔguilija ago ma yi bo wa,je prends la fuite à cheval,-1
wa mi na yǐ kwín,viens quon se batte,-1
ezanwé,tu te trompes largement,-1
ezanwé,il t'a trompé largement,-1
ezanwé,ils t'ont trompé largement,-1
yɛyinon,tu es bête,-1
adjagbalou,imbécile,-1
kinklin,je m'excuse,0
sɔkɛmi,pardonnes-moi,1
mi sɔkɛmi,pardonnez-moi,1
eku yéé eku yaa,allez les ecureuils le onze national,1
mî gbla mi,j'ai envie de chier,0
mi na ɖu čaki kpowun wɛ,vous allez en souffrir mais vous ne pouvez rien faire,-1
djah satani,arrière satan,0
djɛbɛtɛ,je bave,-1
djɛbɛtɛ,je suis ébahi,1
djɛbɛtɛ,je suis ébahie,1
djɛbɛtɛ,je suis hébété,0
djɛbɛtɛ,je suis hébétée,0
amlɔn sami,j'ai sommeil,0
dotohoué,hôpital,0
yovotomɛ,europe,0
yovotomɛ,amériques,0
yovotomɛ,pacifique,0
yovotomɛ,asie,0
un gni,je suis,0
un ɖo,je suis à,0
aflika,africa,0
popovi jiji,originaire de popo,0
gléxwévi jiji,originaire de ouidah,0
agbomɛvi jiji,originaire dabomey,0
gbɔhikɔnvi jiji,originaire de bohicon,0
xɔgbonuvi jiji,originaire de portonovo,0
kalavivi jiji,originaire de calavi,0
akassatovi jiji,originaire dakassato,0
alladavi jiji,originaire dallada,0
tɔfɔvi jiji,originaire de toffo,0
agonlivi jiji,originaire dagonli,0
lokossavi jiji,originaire de lokossa,0
plakuvi jiji,originaire de parakou,0
djougouvi jiji,originaire de djougou,0
dassavi jiji,originaire de dassa,0
bantɛvi jiji,originaire de bantè,0
natitingouvi jiji,originaire de natitingou,0
dogbovi jiji,originaire de dogbo,0
saxwɛvi jiji,originaire de lethnie sahouè,0
péɖahvi jiji,originaire de lethnie xwéda,0
sèxwɛvi jiji,originaire de sèhouè,0
adjavi jiji,originaire dadja,0
comɛvi jiji,originaire de comé,0
dangbovi jiji,originaire de dangbo,0
zèvi jiji,originaire de zè,0
golovi jiji,originaire de glo,0
sakétévi jiji,originaire de sakété,0
kétouvi jiji,originaire de kétou,0
ifangnivi jiji,originaire difangni,0
kandivi jiji,originaire de kandi,0
tanguiétavi jiji,originaire de tanguiéta,0
bembèrèkèvi jiji,originaire de bembèrèkè,0
sôtchanxwévi jiji,originaire de sô tchanhoué,0
ganviévi jiji,originaire de ganvié,0
azovévi jiji,originaire dazové,0
agouévi jiji,originaire dagoué,0
hilacondjivi jiji,originaire de hilacondji,0
agonkanmɛvi jiji,originaire dagonkanmé,0
dekanmɛvi jiji,originaire de dékanmey,0
kpɔmasɛvi jiji,originaire de kpomassè,0
jiji,originaire de sègbohouè,0
guezinvi jiji,originaire de guézin,0
gogotinkponmɛvi jiji,originaire de gogotinkpon,0
tɔkpadomɛvi jiji,originaire de tokpadomey,0
drɛvi jiji,originaire de drè,0
jiji,originaire de sè,0
zinviévi jiji,originaire de zinvié,0
sowavavi jiji,originaire de sôavai,0
avlankuvi jiji,originaire davrankou,0
tangbovi jiji,originaire de tangbo,0
wawatavi jiji,originaire de wawata,0
hinvivi jiji,originaire de hinvi,0
čumičumivi jiji,originaire de tchoumi-tchoumi,0
kuwandévi jiji,originaire de kouandé,0
koblyvi jiji,originaire de cobly,0
bukumbevi jiji,originaire de boukoumbé,0
sɛgbanavi jiji,originaire de ségbana,0
zakpotavi jiji,originaire de zakpota,0
zanyanadovi jiji,originaire de zagnanado,0
savɛvi jiji,originaire de savè,0
kalimamavi jiji,originaire de karimama,0
un ɖo agla,je suis à agla,0
un ɖo misɛbɔ,je suis à missèbo,0
un ɖo godomɛ,je suis à godomey,0
un ɖo akpakpa,je suis à akpakpa,0
un ɖo sèkanji,je suis à sèkandji,0
un ɖo sèmɛ,je suis à sèmé,0
un ɖo toxo ɔ mɛ,je suis dans la ville,0
un ɖo gléta,je suis au village,0
un ɖo kalavi,je suis à abomeycalavi,0
un ɖo akassato,je suis à akassato,0
un ɖo kutɔnu,je suis à cotonou,0
un ɖo yovotomɛ,je suis en europe,0
un ɖo totaligbé,je suis dans le nordbénin,0
un ɖo kajɛhun,je suis à cadjèhoun,0
un ɖo,je suis à fidjrossè,0
un ɖo ganhito,je suis à ganhi,0
un ɖo tɔkpa,je suis à dantokpa,0
un ɖo,je suis à vèdoko,0
un ɖo aflika gbéji,je suis dans un pays de lafrique,0
un ɖo etoalu rlouju,je suis à la place de letoile rouge,0
un ɖo xuta,je suis à la plage,0
un ɖo kpahu,je suis à pahou,0
un ɖo tɛlin,je suis au terrain,0
un ɖo gbegamɛ,je suis à gbégamey,0
un ɖo kokotomɛ,je suis à cocotomey,0
un ɖo kokokɔji,je suis à cococodji,0
un ɖo banikani,je suis à banikani,0
un ɖo azomɛ,je suis au boulot,0
un ɖo houégbé,je suis à la maison,0
un ɖo houégbé,je suis chez moi,0
un ɖo dotohoué,je suis à l'hôpital,0
un ɖo dotohoué,je suis à la clinique,0
agonkɛ,noix de coco,0
tévi,igname,0
takin,piment,0
azin,oeuf,0
fɛnnyɛ,manioc,0
dotɛ,gingembre,0
févi,gombo,0
kókwé,banane,0
klé,citron,0
hweví,poisson,0
dégon,crevette,0
amǎgà,mangue,0
ayomà,oignon,0
timáti,tomate,0
nɔvi sunu,cher frère,0
nɔvi nyɔnu,chère soeur,0
mi ma fɔn ganji á,êtes-vous bien réveillés,0
mi ma fɔn ganji á,êtes-vous bien réveillées,0
mi ma fɔn ganji á,vous vous êtes bien réveillés,0
mi ma fɔn ganji á,vous vous êtes bien réveillées,0
a ma fɔn ganji á,es-tu bien réveillé,0
a ma fɔn ganji á,es-tu bien réveillée,0
a ma fɔn ganji á,tu es bien réveillé,0
a ma fɔn ganji á,tu es bien réveillée,0
a ma fɔn ganji á,tu tes bien réveillé,0
a ma fɔn ganji á,tu tes bien réveillée,0
afɔngănji ɑ,es-tu bien réveillé,0
afɔngănji ɑ,es-tu bien réveillée,0
afɔngănji ɑ,tu t'es bien réveillé,0
afɔngănji ɑ,tu t'es bien réveillée,0
mifɔngănji ɑ,êtes-vous bien réveillés,0
mifɔngănji ɑ,êtes-vous bien réveillées,0
mifɔngănji ɑ,vous vous êtes bien réveillés,0
mifɔngănji ɑ,vous vous êtes bien réveillées,0
un fɔn gănji,je me suis bien reveillé,1
un fɔn gănji,je me suis bien reveillée,1
mi fɔn gănji,nous nous sommes bien reveillés,1
mi fɔn gănji,nous nous sommes bien reveillées,1
mi kudo zanzan,bonjour,1
bo kudo zanzan,bonjour,1
mi kudo zanzan,recevez le bonjour,1
bo kudo zanzan,reçois le bonjour,1
kú do lé hwé nún,bon après-midi,1
mi kú do lé hwé nún,bon après-midi,1
kúdo gbáda,bonsoir,1
mi kúdo gbáda,bonsoir,1
kúdo gbáda,reçois le bonsoir,1
mi kúdo gbáda,reçevez le bonsoir,1
zanzan,matin,0
ganwéwé,midi,0
gbada,soir,0
gbadanu,soir,0
zan,nuit,0
azan,jour,0
sɛgblamɛ,semaine,0
aklunɔzanglamɛ,semaine,0
vodungbégblamɛ,semaine,0
sún,mois,0
súnzan,mois,0
xwé,année,0
xwé nú miɖé,nous sommes entrain de fêter,1
xwé nú miɖé,nous sommes entrain de célébrer,1
xwé nú miɖé,nous fêtons,1
xwé nú miɖé,nous célébrons,1
cɛju,minutes,0
cɛju,minute,0
nukunxwixwé,secondes,0
nukunxwixwé,seconde,0
gan,heure,0
gan,fer,0
sɔ é wayi,hier,0
sɔ é djawé,demain,0
sɔ,hier,0
sɔ,demain,0
egbé,aujourd'hui,0
tɛnigbé,lundi,0
taatagbé,mardi,0
azangagbé,mercredi,0
nyɔnuzanbgé,jeudi,0
axɔsuzangbé,vendredi,0
sibigbe,samedi,0
aklunɔzangbé,dimanche,0
vodungbé,dimanche,0
aluunsu,janvier,0
zofinkplɔsun,février,0
xwéjisun,mars,0
lidosun,avril,0
nuxwasun,mai,0
nukunxwasun,mai,0
ayidosu,juin,0
liyasun,juillet,0
avivɔsun,août,0
zosun,septembre,0
kɔnyasun,octobre,0
abɔxwisun,novembre,0
wosun,décembre,0
woosun,décembre,0
ta,tête,0
nu,bouche,0
atan,barbe,0
awa,bras,0
vɛgo,gorge,0
taka,cerveau,0
tamɛfɔn,cerveau,0
ɖa,cheveu,0
ɖa,cheveux,0
afɔgo,cheville,0
afɔgoli,cheville,0
wunda,cil,0
wundafun,cil,0
nɛgbéxu,colonne vertébrale,0
hunvɔvɔkan,artère,0
hunvɔvɔli,artère,0
agbaza,corps,0
ajajaxu,côte,0
kɔ,cou,0
awagoli,coude,0
taka,crâne,0
takago,crâne,0
ahɔnka,crâne,0
asa,cuisse,0
aɖu,dent,0
nɛngbé,dos,0
abɔ,épaule,0
abɔji,épaule,0
abɔta,épaule,0
adɔgo,estomac,0
adɔgbo,estomac,0
yonu,fesses,
yonu ɖàxo,grosses fesses,
yonu ɖàho,grosses fesses,
adigoué,fesses,
adigwé,fesses,
adigoué gbohoun gbohoun,grosses fesses,
adigwé gbohoun gbohoun,grosses fesses,
alin,foie,0
nukɔn,front,0
koli,genou,0
koligo,genou,0
alinmɛ,hanche,0
logomɛ,hanche,0
adɔkan,intestin,0
adɔvi,intestin,0
afɔ,jambe,0
asa,jambe,0
alaka,joue,1
klɛn,joue,1
ɖɛ,langue,0
avi,larme,0
ɖasin,larme,0
nuflo,lèvre,0
aglan,mâchoire,0
aglanka,mâchoire,0
alɔ,main,0
gbakɔ,menton,0
gbakwɛ,menton,0
awɔnnufu,moustache,0
awɔnnuta,moustache,0
kan,muscle,0
awɔntinli,narine,0
awɔntinsomɛ,narine,0
taglomɛkan,nerf,0
awɔntin,nez,0
hɔnvi,nombril,0
hɔn,nombril,0
tagudo,nuque,0
zogudo,nuque,0
nukun,oeuil,0
fɛnvị,ongle,0
fɛn,ongle,0
afɔkpɑkpa,paume de pied,0
to,oreille,0
alɔvi,doigt,0
afɔvi,orteil,0
xú,os,0
nukunflo,paupière,0
nukunflo,paupières,0
anyu,peau,0
afɔ,pied,0
alɔgo,poignet,0
alɔkwɛ,poignet,0
akpodokwin,poing,0
akodokwin,poing,0
akɔnta,poitrine,0
akɔn,poitrine,0
alɔsu,pouce,0
fijo,poumon,0
fejo,poumon,0
fojo,poumon,0
alinmɛ,rein,0
alin,rein,0
mami,ride,0
atan,salive,0
hunsin,sang,0
anɔ,sein,0
wunda,sourcil,0
xugloxu,squelette,0
xukplakpla,squelette,0
dɛn,sueur,0
afɔgbɛnnu,talon,0
hunli,veine,0
lanmɛkan,veine,0
lanmɛkankpɛvi,veine,0
adɔgo,ventre,0
nukunmɛ,visage,0
zɑkɛtɛ,gabari,0
kanlin,animal,0
wiin,abeille,0
lɛngbɔvi,agneau,0
hɔn,aigle,0
sɔ kɛtɛkɛtɛ,âne,0
yɛ,ombre,0
yɛglétété,araignée,0
xuhwévi ɖaxo,baleine,0
xumɛhwevi ɖaxo,baleine,0
kpakpa,canard,0
lakunmi,châmeau,0
awii,chat,0
ase,chat,0
sɔ glija,cheval,0
sɔ glidja,cheval,0
gbɔ,chèvre,0
avun,chien,0
cuku,chien,0
agluza,cochon,0
agluza,porc,0
koklosu,coq,0
agasa,crabe terrestre,0
asɔn,crabe marrin,0
aglobésé,crapaud,0
lo,crocodile,0
ahunhwin,dauphin,0
agbe,écureuil,0
awasagbé,écureuil,0
ajinaku,éléphant,0
gwin,gros escargot,0
akwete,petit escargot,0
azinzɛn,fourmie,0
zinzɛn,fourmie,0
la,girafe,0
hagbaka,gorille,0
bésé,grenouille,0
gbɔnvɛ,guêpe,0
gbɔnvɛn,guêpe,0
ajijakuzɛn,hérisson,0
azexɛ,hibou,0
klwele,hibou,0
ɖɛgbo,hippopotame,0
azɔnxɛ,hirondelle,0
nuɖogbɛ winniwinni,insecte,0
kpɔ,léopard,0
gbekpɔ,léopard,0
jɔgle,libellule,0
azwi,lapin,0
azwigbemɛtɔn,lièvre,0
kinikini,lion,0
sukpɔ,mouche,0
zansukpɛ,moustique,0
amu,moustique,0
gbɔ,mouton,0
lɛngbɔ,mouton,0
xɛvi,oiseau,0
xɛ,oiseau,0
awaɖakpɛkpɛ,papillon,0
awɛwɛ,papillon,0
kɛsɛ,perroquet,0
cakoo,perroquet,0
cukpa,perroquet,0
ahwannɛ,pigeon,0
ahwannɛxɛ,pigeon,0
hwevi,poisson,0
koklosi,poule,0
kpaxɔ,puce,0
acu,rat,0
afin,souris,0
gbowelé,requin,0
asan,sangsue,0
bɔklé,sauterelle,0
bɔsaklé,sauterelle,0
dan,serpent,0
ató,singe,0
ato,singe,0
zinwo,singe,0
lumɔ,taupe,0
logozo,tortue,0
nyibu,vache,0
nyibuvi,veau,0
jɔhɔn,air,0
atin,arbre,0
akwɛ,argent,0
atin,bois,0
kpo,bois,0
kpo,bâton,0
atinla,branche,0
yozo,chaleur,0
zozo,chaleur,0
jixwé,cieux,0
jixwé,ciel,0
xu,mer,0
xuta,côte,0
xuto,plage,0
gbexloxlo,désert,0
axekoji,désert,0
sin,eau,0
sunvi,étoile,0
zo,fer,0
ama,feuille,0
flowa,fleur,0
tɔ,fleuve,0
tɔsisa,fleuve,0
zun,forêt,0
avivɔ,froid,0
azizɔ,fumée,0
glasi,glace,0
gbéhan,herbe,0
